MunAcidente,Ano,Mes,Sexo,Periodo,TipAcidente,Modal,FaixaEt,Latitude,Longitude,Quantidade
Monte Mor,2017.0,1.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-47.318149,-47.318149,1
Monte Mor,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-47.31655,-47.31655,1
Monte Mor,2017.0,1.0,Feminino,Noite,Colisao,Automovel,40-44,-47.260896114942206,-47.260896114942206,1
Monte Mor,2016.0,9.0,Masculino,Tarde,Atropelamento,Pedestre,70-74,-47.316496,-47.316496,1
Monte Mor,2016.0,9.0,Masculino,Madrugada,Colisao,Motocicleta,18-24,-47.317596,-47.317596,1
Monte Mor,2017.0,4.0,Masculino,Manha,Atropelamento,Pedestre,45-49,-47.260896114942206,-47.260896114942206,1
Morro Agudo,2016.0,11.0,Feminino,Noite,Colisao,Automovel,25-29,-47.9969347160956,-47.9969347160956,1
Motuca,2017.0,4.0,Masculino,Tarde,Outros,Caminhao,0-17,-48.212874,-48.212874,1
Motuca,2017.0,4.0,Feminino,Tarde,Outros,Caminhao,18-24,-48.212874,-48.212874,1
Motuca,2017.0,4.0,Masculino,Tarde,Outros,Caminhao,18-24,-48.212874,-48.212874,1
Narandiba,2017.0,4.0,Masculino,Noite,Atropelamento,Pedestre,40-44,,,1
Natividade Da Serra,2016.0,10.0,Feminino,ND,ND,Motocicleta,40-44,,,1
Natividade Da Serra,2016.0,10.0,Masculino,Madrugada,Outros,Automovel,35-39,-45.442939,-45.442939,1
Natividade Da Serra,2016.0,10.0,Masculino,Madrugada,Outros,Automovel,65-69,-45.442939,-45.442939,1
Natividade Da Serra,2016.0,11.0,Feminino,Noite,ND,ND,55-59,-45.446319,-45.446319,1
Natividade Da Serra,2016.0,11.0,Feminino,Noite,ND,ND,50-54,-45.463408665932796,-45.463408665932796,1
Nazare Paulista,2017.0,4.0,Feminino,ND,Outros,Motocicleta,25-29,-46.398151,-46.398151,1
Nazare Paulista,2017.0,1.0,Masculino,ND,Atropelamento,Pedestre,45-49,,,1
Nazare Paulista,2017.0,2.0,Masculino,Noite,Colisao,Automovel,0-17,-46.3939247867688,-46.3939247867688,1
Nazare Paulista,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,35-39,-46.3939247867688,-46.3939247867688,1
Nazare Paulista,2016.0,8.0,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-46.393637,-46.393637,1
Neves Paulista,2017.0,4.0,Masculino,Madrugada,Atropelamento,Motocicleta,50-54,-49.598988,-49.598988,1
Neves Paulista,2016.0,10.0,Masculino,Tarde,Outros,Automovel,35-39,-49.656511,-49.656511,1
Nipoa,2016.0,8.0,Masculino,Manha,Colisao,Automovel,25-29,-49.766684999999995,-49.766684999999995,1
Nipoa,2016.0,10.0,Masculino,Noite,Outros,Outros,40-44,-49.843881,-49.843881,1
Nova Alianca,2016.0,8.0,Masculino,Madrugada,Colisao,Automovel,55-59,-49.507769,-49.507769,1
Nova Europa,2016.0,11.0,Masculino,ND,Colisao,Automovel,18-24,-48.591716,-48.591716,1
Nova Granada,2016.0,9.0,Masculino,Noite,Colisao,Outros,40-44,-49.34418241194679,-49.34418241194679,1
Nova Granada,2016.0,9.0,Masculino,Noite,Colisao,Outros,35-39,-49.34418241194679,-49.34418241194679,1
Nova Granada,2016.0,9.0,Feminino,Noite,Colisao,Outros,30-34,-49.34418241194679,-49.34418241194679,1
Nova Independencia,2017.0,3.0,Masculino,Noite,Colisao,Automovel,30-34,-51.478944667238906,-51.478944667238906,1
Nova Luzitania,2017.0,4.0,Masculino,Noite,Colisao,Bicicleta,45-49,-50.256679999999996,-50.256679999999996,1
Nova Odessa,2016.0,8.0,Feminino,Noite,Atropelamento,Pedestre,ND,-47.23063767,-47.23063767,1
Nova Odessa,2016.0,11.0,Masculino,Tarde,Colisao,Bicicleta,40-44,-47.234843373000004,-47.234843373000004,1
Nova Odessa,2016.0,9.0,Masculino,Madrugada,ND,ND,60-64,-47.234843373000004,-47.234843373000004,1
Nova Odessa,2016.0,9.0,Masculino,Noite,Colisao,Motocicleta,50-54,-47.254609,-47.254609,1
Novo Horizonte,2016.0,10.0,Masculino,Tarde,Outros,Automovel,60-64,-49.3066759290833,-49.3066759290833,1
Novo Horizonte,2016.0,10.0,Masculino,Madrugada,Colisao,Caminhao,40-44,-49.19082161612639,-49.19082161612639,1
Novo Horizonte,2016.0,10.0,Masculino,Noite,Colisao,Bicicleta,70-74,-49.206859,-49.206859,1
Novo Horizonte,2017.0,4.0,Masculino,Tarde,Outros,Caminhao,50-54,-49.2613433263418,-49.2613433263418,1
Novo Horizonte,2016.0,12.0,Masculino,Manha,Choque,NE,25-29,-49.232627477722104,-49.232627477722104,1
Novo Horizonte,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,25-29,,,1
Nuporanga,2016.0,9.0,Masculino,Noite,Colisao,Automovel,40-44,-47.75387,-47.75387,1
Oleo,2016.0,9.0,Feminino,Manha,ND,ND,80 Ou Mais,,,1
Olimpia,2017.0,1.0,Masculino,Manha,Colisao,Automovel,65-69,-48.880855329678205,-48.880855329678205,1
Olimpia,2017.0,3.0,Masculino,Tarde,Colisao,Automovel,50-54,-48.941414962180794,-48.941414962180794,1
Olimpia,2017.0,3.0,Masculino,Manha,Colisao,Bicicleta,0-17,-48.911618,-48.911618,1
Olimpia,2017.0,2.0,Masculino,Madrugada,Choque,Caminhao,25-29,-49.006104,-49.006104,1
Olimpia,2017.0,2.0,Masculino,Noite,Colisao,Automovel,45-49,-48.917581379999895,-48.917581379999895,1
Olimpia,2016.0,10.0,Masculino,Manha,Colisao,Automovel,60-64,-48.969134870896795,-48.969134870896795,1
Olimpia,2017.0,1.0,Masculino,Manha,Colisao,Bicicleta,45-49,-48.912308166,-48.912308166,1
Olimpia,2016.0,8.0,Masculino,Tarde,Outros,Caminhao,65-69,-48.924964,-48.924964,1
Olimpia,2016.0,8.0,Masculino,Tarde,Outros,Automovel,55-59,-49.070678,-49.070678,1
Olimpia,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,70-74,,,1
Olimpia,2016.0,11.0,Feminino,Manha,Atropelamento,Pedestre,70-74,-48.969134870896795,-48.969134870896795,1
Olimpia,2016.0,11.0,Masculino,Manha,Atropelamento,Pedestre,40-44,-48.969134870896795,-48.969134870896795,1
Olimpia,2017.0,2.0,Masculino,Noite,Colisao,Automovel,65-69,-48.917581379999895,-48.917581379999895,1
Olimpia,2017.0,1.0,Feminino,Manha,Colisao,Automovel,65-69,-48.880855329678205,-48.880855329678205,1
Olimpia,2017.0,4.0,Masculino,Tarde,Choque,Automovel,30-34,-48.876371999999996,-48.876371999999996,1
Olimpia,2017.0,4.0,Masculino,Manha,Atropelamento,Pedestre,80 Ou Mais,-48.911169,-48.911169,1
Olimpia,2017.0,4.0,Masculino,Noite,Atropelamento,Pedestre,45-49,-48.987717347267505,-48.987717347267505,1
Onda Verde,2017.0,3.0,Masculino,ND,Colisao,Motocicleta,25-29,-49.3411761193429,-49.3411761193429,1
Onda Verde,2016.0,12.0,Masculino,Tarde,Colisao,Automovel,80 Ou Mais,-49.333830638489395,-49.333830638489395,1
Oriente,2017.0,4.0,Masculino,Madrugada,Colisao,Automovel,25-29,-50.0854672842346,-50.0854672842346,1
Oriente,2017.0,4.0,Masculino,Madrugada,Colisao,Automovel,25-29,-50.0854672842346,-50.0854672842346,1
Oriente,2017.0,3.0,Masculino,Madrugada,Colisao,Motocicleta,25-29,-50.1087354067493,-50.1087354067493,1
Orindiuva,2017.0,3.0,Masculino,Manha,Outros,Motocicleta,40-44,-49.339297336551894,-49.339297336551894,1
Orlandia,2016.0,10.0,Masculino,Tarde,Colisao,Motocicleta,60-64,-47.8751139883825,-47.8751139883825,1
Orlandia,2016.0,10.0,Masculino,Noite,Colisao,Motocicleta,35-39,-47.9133051607386,-47.9133051607386,1
Osasco,2016.0,12.0,Masculino,Madrugada,Atropelamento,Pedestre,35-39,-46.779346113159505,-46.779346113159505,1
Osasco,2016.0,12.0,Masculino,Madrugada,Colisao,Automovel,18-24,-46.809694725729706,-46.809694725729706,1
Osasco,2016.0,12.0,Feminino,Madrugada,NE,NE,60-64,,,1
Osasco,2016.0,12.0,Masculino,Madrugada,Colisao,Motocicleta,30-34,-46.801023,-46.801023,1
Osasco,2016.0,12.0,Masculino,Manha,Atropelamento,Pedestre,ND,,,1
Osasco,2017.0,2.0,Masculino,Manha,Atropelamento,Pedestre,70-74,-46.7846543964545,-46.7846543964545,1
Osasco,2017.0,2.0,Masculino,Madrugada,Choque,Motocicleta,30-34,-46.787844,-46.787844,1
Osasco,2016.0,12.0,Masculino,ND,Colisao,Motocicleta,18-24,-46.7550052409208,-46.7550052409208,1
Osasco,2017.0,1.0,Masculino,Manha,Atropelamento,Pedestre,55-59,-46.779538,-46.779538,1
Osasco,2017.0,2.0,Masculino,Noite,ND,ND,25-29,,,1
Osasco,2017.0,2.0,Masculino,Manha,ND,Motocicleta,25-29,,,1
Osasco,2016.0,12.0,Feminino,Madrugada,Atropelamento,Pedestre,40-44,-46.779346113159505,-46.779346113159505,1
Osasco,2016.0,12.0,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-46.816047999999995,-46.816047999999995,1
Osasco,2016.0,10.0,Feminino,Noite,Atropelamento,Pedestre,80 Ou Mais,-46.783774,-46.783774,1
Osasco,2017.0,4.0,Masculino,Madrugada,Outros,Motocicleta,0-17,-46.810337,-46.810337,1
Osasco,2017.0,4.0,Feminino,Madrugada,Atropelamento,Pedestre,75-79,-46.769157,-46.769157,1
Osasco,2017.0,4.0,Feminino,Manha,Colisao,Automovel,18-24,-46.8002449592595,-46.8002449592595,1
Osasco,2017.0,4.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-46.782276,-46.782276,1
Osasco,2017.0,4.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-46.782276,-46.782276,1
Osasco,2016.0,11.0,Masculino,ND,Atropelamento,Pedestre,40-44,,,1
Osasco,2017.0,4.0,Masculino,ND,Atropelamento,Pedestre,45-49,,,1
Osasco,2017.0,4.0,Masculino,Noite,Colisao,Motocicleta,55-59,-46.801207,-46.801207,1
Osasco,2017.0,4.0,Masculino,Tarde,Choque,Automovel,50-54,-46.81641,-46.81641,1
Osasco,2017.0,4.0,Masculino,Tarde,Colisao,Motocicleta,25-29,-46.783582,-46.783582,1
Osasco,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,60-64,-46.803507,-46.803507,1
Osasco,2016.0,9.0,Masculino,Tarde,Atropelamento,Pedestre,18-24,-46.771629,-46.771629,1
Osasco,2016.0,11.0,Feminino,Manha,Colisao,Motocicleta,ND,-46.817365,-46.817365,1
Osasco,2016.0,11.0,Feminino,Manha,Atropelamento,Pedestre,75-79,-46.784539,-46.784539,1
Osasco,2016.0,8.0,Masculino,Madrugada,Colisao,Motocicleta,18-24,-46.797762,-46.797762,1
Osasco,2016.0,8.0,Masculino,Madrugada,Outros,Automovel,30-34,-46.765063,-46.765063,1
Osasco,2016.0,8.0,Masculino,Noite,Choque,Automovel,30-34,-46.802830768979,-46.802830768979,1
Osasco,2016.0,10.0,Masculino,Noite,Colisao,Bicicleta,0-17,-46.7903934,-46.7903934,1
Osasco,2016.0,10.0,Masculino,Manha,Colisao,Motocicleta,18-24,-46.794795,-46.794795,1
Osasco,2016.0,10.0,Masculino,Madrugada,Choque,Automovel,50-54,-46.786949,-46.786949,1
Osasco,2016.0,9.0,Masculino,Madrugada,Colisao,Motocicleta,30-34,-46.779346113159505,-46.779346113159505,1
Osasco,2016.0,10.0,Feminino,Manha,Atropelamento,Pedestre,50-54,-46.816334000000005,-46.816334000000005,1
Osasco,2017.0,3.0,Feminino,Madrugada,Atropelamento,Pedestre,80 Ou Mais,,,1
Osasco,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,65-69,-46.797996000000005,-46.797996000000005,1
Osasco,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,75-79,-46.779069,-46.779069,1
Osasco,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,ND,-46.779346113159505,-46.779346113159505,1
Osasco,2017.0,3.0,Masculino,Noite,Colisao,Motocicleta,0-17,-46.805763,-46.805763,1
Osasco,2017.0,3.0,Masculino,Tarde,Choque,Automovel,40-44,-46.7850844013261,-46.7850844013261,1
Osasco,2017.0,3.0,Masculino,Tarde,Choque,Automovel,75-79,-46.787643,-46.787643,1
Osasco,2016.0,8.0,Masculino,Tarde,Colisao,Motocicleta,25-29,,,1
Osasco,2016.0,11.0,Masculino,Tarde,Choque,Motocicleta,55-59,-46.789539000000005,-46.789539000000005,1
Osvaldo Cruz,2017.0,2.0,Masculino,ND,Atropelamento,Pedestre,0-17,-50.913781,-50.913781,1
Osvaldo Cruz,2016.0,12.0,Feminino,ND,Atropelamento,Pedestre,30-34,-50.914807106736,-50.914807106736,1
Ourinhos,2016.0,9.0,Masculino,Noite,Colisao,Motocicleta,40-44,-49.865475,-49.865475,1
Ourinhos,2016.0,8.0,Masculino,Noite,ND,Outros,50-54,-49.86371,-49.86371,1
Ourinhos,2017.0,3.0,Masculino,Noite,Colisao,Bicicleta,60-64,-49.865246,-49.865246,1
Ourinhos,2017.0,2.0,Masculino,Noite,ND,Motocicleta,18-24,-49.910112,-49.910112,1
Ourinhos,2017.0,2.0,Feminino,Noite,Atropelamento,Pedestre,35-39,-49.771479484,-49.771479484,1
Ourinhos,2017.0,1.0,Masculino,Noite,Colisao,Motocicleta,18-24,-49.8693984415848,-49.8693984415848,1
Ourinhos,2016.0,11.0,Masculino,Tarde,Colisao,Motocicleta,25-29,-49.8770287839297,-49.8770287839297,1
Ourinhos,2016.0,12.0,Masculino,Manha,Colisao,Bicicleta,70-74,-49.864959332829706,-49.864959332829706,1
Ourinhos,2016.0,10.0,Masculino,Madrugada,Outros,Motocicleta,18-24,-49.872211,-49.872211,1
Ourinhos,2016.0,9.0,Masculino,Tarde,Choque,Automovel,18-24,-49.867114,-49.867114,1
Ourinhos,2016.0,9.0,Masculino,Tarde,Outros,Bicicleta,50-54,-49.86371,-49.86371,1
Ourinhos,2016.0,10.0,Masculino,Tarde,Colisao,Automovel,25-29,-49.864959332829706,-49.864959332829706,1
Ouroeste,2016.0,11.0,Masculino,ND,Colisao,Bicicleta,45-49,-50.39797272719979,-50.39797272719979,1
Palestina,2016.0,8.0,Masculino,Madrugada,Colisao,Motocicleta,65-69,-49.419817,-49.419817,1
Palmares Paulista,2017.0,2.0,Masculino,Noite,Outros,Automovel,0-17,,,1
Palmares Paulista,2017.0,2.0,Masculino,Noite,Outros,Automovel,18-24,,,1
Palmares Paulista,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,ND,-48.804465213499896,-48.804465213499896,1
Palmares Paulista,2017.0,1.0,ND,Noite,Choque,Automovel,18-24,-48.838229885,-48.838229885,1
Palmares Paulista,2016.0,11.0,Masculino,Madrugada,Colisao,Automovel,35-39,-48.800693981028395,-48.800693981028395,1
Palmeira D Oeste,2017.0,3.0,Feminino,Tarde,Outros,Automovel,50-54,-50.76455162,-50.76455162,1
Palmeira D'Oeste,2016.0,9.0,Masculino,ND,Colisao,Motocicleta,40-44,-50.7578821340942,-50.7578821340942,1
Palmeira D'Oeste,2016.0,10.0,Masculino,ND,Colisao,Motocicleta,60-64,-50.7578821340942,-50.7578821340942,1
Palmital,2017.0,1.0,Masculino,Noite,Outros,Motocicleta,18-24,-50.21474,-50.21474,1
Palmital,2016.0,11.0,Masculino,Tarde,Colisao,Automovel,55-59,-50.2332047074141,-50.2332047074141,1
Panorama,2017.0,2.0,Masculino,ND,Colisao,Motocicleta,40-44,-51.8352380785474,-51.8352380785474,1
Paraguacu Paulista,2016.0,8.0,Masculino,ND,ND,Motocicleta,45-49,-50.560776000000004,-50.560776000000004,1
Paraguacu Paulista,2017.0,1.0,Masculino,Madrugada,Outros,Automovel,25-29,-50.561471999999995,-50.561471999999995,1
Paraguacu Paulista,2016.0,12.0,Feminino,Madrugada,Colisao,Automovel,40-44,-50.4995770326366,-50.4995770326366,1
Paraguacu Paulista,2016.0,10.0,Masculino,Madrugada,ND,Motocicleta,45-49,-50.5618608597596,-50.5618608597596,1
Paraiso,2016.0,12.0,Feminino,Madrugada,Outros,Automovel,70-74,-48.804341,-48.804341,1
Paranapanema,2016.0,9.0,Masculino,Manha,Colisao,Bicicleta,0-17,-48.726318,-48.726318,1
Paranapanema,2016.0,12.0,Masculino,Madrugada,Colisao,Motocicleta,0-17,-48.888613,-48.888613,1
Paranapanema,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,0-17,-48.889973,-48.889973,1
Paranapanema,2016.0,9.0,Masculino,Manha,Colisao,Bicicleta,0-17,-48.726318,-48.726318,1
Pardinho,2017.0,2.0,Masculino,Noite,Colisao,Automovel,55-59,-48.412679045037095,-48.412679045037095,1
Pardinho,2016.0,12.0,Masculino,Manha,Colisao,Motocicleta,50-54,-48.381560967,-48.381560967,1
Pardinho,2017.0,4.0,Masculino,Madrugada,Colisao,Caminhao,45-49,-48.370744601000006,-48.370744601000006,1
Pariquera-Acu,2016.0,8.0,Masculino,Manha,ND,ND,40-44,,,1
Pariquera-Acu,2016.0,9.0,Masculino,ND,Choque,Automovel,40-44,-47.8670185496649,-47.8670185496649,1
Pariquera-Acu,2016.0,12.0,Masculino,Noite,NE,Motocicleta,18-24,,,1
Pariquera-Acu,2017.0,4.0,Masculino,ND,ND,ND,45-49,,,1
Pariquera-Acu,2016.0,9.0,Masculino,ND,Choque,Automovel,30-34,-47.8670185496649,-47.8670185496649,1
Pariquera-Acu,2016.0,11.0,Feminino,Tarde,ND,ND,80 Ou Mais,-47.875474,-47.875474,1
Pariquera-Acu,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,18-24,-47.877400323363105,-47.877400323363105,1
Pariquera-Acu,2017.0,2.0,Masculino,Noite,Colisao,Motocicleta,45-49,-47.88478325056521,-47.88478325056521,1
Patrocinio Paulista,2016.0,10.0,Masculino,Noite,Colisao,ND,ND,-47.287203348999995,-47.287203348999995,1
Patrocinio Paulista,2016.0,8.0,Masculino,Madrugada,Colisao,Automovel,40-44,-47.2757400690668,-47.2757400690668,1
Patrocinio Paulista,2016.0,8.0,Masculino,ND,Colisao,Motocicleta,25-29,-47.2478427914645,-47.2478427914645,1
Patrocinio Paulista,2016.0,8.0,Masculino,Noite,Colisao,Bicicleta,60-64,-47.275335,-47.275335,1
Patrocinio Paulista,2016.0,8.0,Masculino,Noite,Colisao,Bicicleta,60-64,,,1
Patrocinio Paulista,2016.0,11.0,Feminino,Manha,Colisao,Automovel,18-24,-47.2757400690668,-47.2757400690668,1
Patrocinio Paulista,2016.0,11.0,Feminino,Manha,Colisao,Automovel,18-24,-47.2757400690668,-47.2757400690668,1
Pauliceia,2016.0,9.0,Masculino,Noite,Choque,Motocicleta,40-44,-51.846257,-51.846257,1
Paulinia,2016.0,12.0,Masculino,Manha,Choque,Automovel,65-69,-47.169693,-47.169693,1
Paulinia,2017.0,2.0,Masculino,Madrugada,Outros,Motocicleta,30-34,-47.147438020822804,-47.147438020822804,1
Paulinia,2017.0,2.0,Masculino,ND,Colisao,Motocicleta,30-34,-47.18224,-47.18224,1
Paulinia,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,45-49,-47.158590700782696,-47.158590700782696,1
Pederneiras,2016.0,9.0,Masculino,Noite,Colisao,Motocicleta,35-39,-48.756778999999995,-48.756778999999995,1
Pederneiras,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,40-44,-48.80417,-48.80417,1
Pederneiras,2016.0,11.0,Feminino,Madrugada,Outros,Automovel,ND,-48.87209,-48.87209,1
Pederneiras,2017.0,3.0,Masculino,Noite,Outros,Automovel,45-49,-48.9196,-48.9196,1
Pederneiras,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,ND,-48.80417,-48.80417,1
Pederneiras,2016.0,10.0,Masculino,Noite,Colisao,Motocicleta,45-49,-48.88161,-48.88161,1
Pedra Bela,2016.0,10.0,Masculino,Tarde,Outros,Automovel,60-64,-46.498039563999995,-46.498039563999995,1
Pedregulho,2017.0,4.0,Feminino,Madrugada,Outros,Automovel,30-34,-47.513599,-47.513599,1
Pedregulho,2016.0,8.0,Feminino,Noite,Outros,Onibus,80 Ou Mais,-47.477881,-47.477881,1
Pedreira,2017.0,3.0,Masculino,ND,Colisao,Motocicleta,18-24,-46.8955849989999,-46.8955849989999,1
Pedreira,2017.0,2.0,Masculino,Tarde,Colisao,Motocicleta,25-29,-46.912248,-46.912248,1
Pedro De Toledo,2016.0,10.0,Masculino,Madrugada,Choque,Automovel,45-49,-47.2442588028588,-47.2442588028588,1
Pedro De Toledo,2016.0,11.0,Masculino,Tarde,ND,Bicicleta,60-64,,,1
Penapolis,2016.0,10.0,Masculino,Manha,Colisao,Automovel,65-69,-50.213249713096,-50.213249713096,1
Penapolis,2017.0,4.0,Masculino,Noite,Atropelamento,Automovel,60-64,-50.095139,-50.095139,1
Penapolis,2016.0,9.0,Masculino,Manha,Atropelamento,Pedestre,80 Ou Mais,-50.075143,-50.075143,1
Penapolis,2016.0,8.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-50.085426,-50.085426,1
Penapolis,2016.0,12.0,Masculino,Manha,Atropelamento,Pedestre,75-79,-50.077638,-50.077638,1
Pereira Barreto,2017.0,3.0,Masculino,Noite,Colisao,Bicicleta,50-54,-51.101841,-51.101841,1
Pereiras,2016.0,11.0,Masculino,Madrugada,Atropelamento,Pedestre,30-34,-47.9612294343597,-47.9612294343597,1
Pereiras,2017.0,1.0,Masculino,Madrugada,Atropelamento,Pedestre,30-34,-47.9674137097517,-47.9674137097517,1
Peruibe,2016.0,12.0,Feminino,Manha,Colisao,Motocicleta,18-24,-47.02198,-47.02198,1
Peruibe,2017.0,3.0,Feminino,Tarde,Colisao,Motocicleta,18-24,-46.965883000000005,-46.965883000000005,1
Peruibe,2016.0,9.0,Masculino,Madrugada,ND,Bicicleta,ND,-46.9747137557691,-46.9747137557691,1
Peruibe,2016.0,12.0,Masculino,Madrugada,Atropelamento,Pedestre,60-64,-46.912893706248894,-46.912893706248894,1
Peruibe,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,ND,-46.94949444943911,-46.94949444943911,1
Peruibe,2017.0,4.0,Masculino,Tarde,Colisao,Bicicleta,55-59,-46.976695,-46.976695,1
Peruibe,2016.0,11.0,Masculino,ND,Outros,Motocicleta,18-24,-46.935790999999995,-46.935790999999995,1
Peruibe,2017.0,4.0,Masculino,Madrugada,Choque,Motocicleta,0-17,-46.974662,-46.974662,1
Peruibe,2017.0,2.0,Feminino,Noite,Atropelamento,Pedestre,55-59,-47.008916,-47.008916,1
Peruibe,2017.0,2.0,Masculino,Noite,Atropelamento,Pedestre,55-59,-47.014772279999896,-47.014772279999896,1
Piacatu,2017.0,2.0,Feminino,Noite,Colisao,Automovel,65-69,-50.614836,-50.614836,1
Piedade,2017.0,3.0,Masculino,ND,Colisao,Motocicleta,25-29,-47.569913,-47.569913,1
Piedade,2017.0,3.0,Masculino,Manha,Colisao,Motocicleta,35-39,-47.4639464832349,-47.4639464832349,1
Piedade,2016.0,9.0,Masculino,Manha,Colisao,Automovel,18-24,-47.437090999999995,-47.437090999999995,1
Piedade,2017.0,2.0,Masculino,Manha,Colisao,Motocicleta,18-24,-47.436547336587,-47.436547336587,1
Piedade,2016.0,10.0,Masculino,Noite,Atropelamento,Pedestre,45-49,-47.41793113662,-47.41793113662,1
Piedade,2017.0,2.0,Masculino,Tarde,Choque,Motocicleta,0-17,-47.4190805526304,-47.4190805526304,1
Pilar Do Sul,2017.0,2.0,Feminino,Madrugada,Choque,Automovel,40-44,-47.801138652,-47.801138652,1
Pilar Do Sul,2016.0,12.0,Masculino,Noite,Colisao,Automovel,40-44,-47.788631,-47.788631,1
Pilar Do Sul,2017.0,1.0,Masculino,Noite,Choque,Motocicleta,40-44,-47.741599,-47.741599,1
Pilar Do Sul,2017.0,3.0,Masculino,Tarde,Colisao,Motocicleta,35-39,-47.706886696867706,-47.706886696867706,1
Pilar Do Sul,2017.0,4.0,Masculino,Noite,Colisao,Automovel,70-74,-47.739111,-47.739111,1
Pindamonhangaba,2016.0,10.0,Feminino,Noite,Atropelamento,Pedestre,0-17,-45.501346999999996,-45.501346999999996,1
Pindamonhangaba,2016.0,10.0,Masculino,Tarde,Outros,Automovel,25-29,-45.440779,-45.440779,1
Pindamonhangaba,2017.0,2.0,Masculino,Noite,ND,Motocicleta,30-34,-45.4633534079177,-45.4633534079177,1
Pindamonhangaba,2016.0,9.0,Masculino,Noite,Choque,Motocicleta,18-24,-45.445605,-45.445605,1
Pindamonhangaba,2016.0,10.0,Masculino,Tarde,Choque,Motocicleta,18-24,-45.47098,-45.47098,1
Pindamonhangaba,2016.0,8.0,Masculino,Manha,Choque,Caminhao,30-34,-45.617222,-45.617222,1
Pindamonhangaba,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-45.4387591756552,-45.4387591756552,1
Pindamonhangaba,2016.0,12.0,Masculino,Noite,Colisao,Bicicleta,70-74,-45.5313586334404,-45.5313586334404,1
Pindamonhangaba,2016.0,12.0,Masculino,Noite,Atropelamento,Pedestre,ND,-45.4049021390176,-45.4049021390176,1
Pindamonhangaba,2016.0,12.0,Masculino,Madrugada,Colisao,Caminhao,60-64,-45.480736860804704,-45.480736860804704,1
Pindamonhangaba,2016.0,12.0,Feminino,Tarde,Colisao,Motocicleta,30-34,-45.507784,-45.507784,1
Pindamonhangaba,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,40-44,-45.372822,-45.372822,1
Pindamonhangaba,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,45-49,-45.396626,-45.396626,1
Pindamonhangaba,2017.0,2.0,Feminino,Madrugada,Atropelamento,Pedestre,65-69,-45.407575,-45.407575,1
Pindamonhangaba,2017.0,4.0,Masculino,Tarde,Colisao,Motocicleta,75-79,-45.3665345603769,-45.3665345603769,1
Pindamonhangaba,2017.0,4.0,Feminino,Tarde,Colisao,Bicicleta,60-64,-45.391160523855895,-45.391160523855895,1
Pindamonhangaba,2017.0,2.0,Masculino,Manha,Colisao,Bicicleta,70-74,-45.4592292172857,-45.4592292172857,1
Pindamonhangaba,2017.0,1.0,Masculino,Noite,Colisao,Bicicleta,55-59,-45.471981641000006,-45.471981641000006,1
Pindamonhangaba,2017.0,1.0,Masculino,Tarde,Choque,Motocicleta,50-54,-45.3788279993462,-45.3788279993462,1
Pindamonhangaba,2016.0,9.0,Feminino,Tarde,Colisao,Bicicleta,0-17,-45.4861368420322,-45.4861368420322,1
Pindamonhangaba,2016.0,9.0,Masculino,ND,ND,ND,ND,-45.459062,-45.459062,1
Pindamonhangaba,2017.0,4.0,Masculino,Madrugada,Choque,Automovel,35-39,,,1
